,Review main body,char_count,word_count,sentiment
333,written           id wenyujiazhiguan havent seen korean drama must seen masks clothing symbols various channels media 2021 global outstanding episode breaks barriers language region passes global users communication humanity even register netflix,392,67,Positive
335,spent two days finish although plots characters good even impressive space aesthetics inside tensile fake emotions metaphors really case talk times think design special smart scene 1 dormitory surrounded large open space around middle bed looks like ancient roman fighting beasts indicating,418,74,Positive
340,one two wood people pickup tug marble glass bridge simple 6 small games add paper tabs childhood memory many people still child easy immerse rules simple small games small friends games die games longer simple rules become slaughter,382,73,Positive
342,overall looks four words dont understand _____ fire special spending whole day look directly first say color director uses distinct color compare story peoples dark surface including big coffin tied bow also certain irony color symmetry inside revealed strong wesander,386,71,Positive
348,wen fire house bicycle recent years korean drama based netflix express basis mature film television industry possible smooth water following kingdom sweet home human classroom hot dramas caused boom example even poverty also roll example brought wave periphery ggmms surfing online gods,420,75,Positive
349,1000 film reviews relieved feel reading last scene think biggest bug mele fighting person attack crotch say last episode two men twisted together male b hugs party egg behind mouth,330,65,Positive
350,men annoying parentbased unlimited protagonist thought giving give money fish fish cure cure three million raises take female main death male brain physically easy calm hesitate also want know lives end oh sugar bad really,407,83,Positive
352,talk symbolic meaning welcome reading public number relationship public number article 2 reactive modern society male exwife love broken male childhood bless thanks break han beauty cried first level said still daughter name later came back continue,388,68,Positive
353,1 ethics judicial movie episode every time look papaladin douban place hides dragon time still see nutritious things watching little disappointed look commentary douban korean drama hot although korean shoot netflix investment,391,71,Positive
354,thrilling one acting fell female owner first acting completely cant see newcomer praise mixer xi bajie full face meat west bajie also online scene bright heart become classic director amazing enough,320,59,Positive
356,honest really difficult say criticism although criticized many angles cannot wrong even completely correct really able convince expression expression even socalled rotten cool drama almost every must make people shredded induction impossible make feel pure winner,419,77,Positive
357,1 expected expectations big escape film better expected 2 even better expected still hate socalled original drama netflixs quantity production mode output types scripts epitaxial diversity artistic possibility far less hbo single finger hbo excluding streaming hbomax 3 true think big boss,392,65,Positive
361,difficult scribble story dog head snake tail dont remember said dont test human nature thing difficult test dont test dont test want test idea violated humanity experienced human cold sad find play quite childish quite naive,373,73,Positive
362,make 337 applause foundation central daily 20210930 music director zheng yu japan first workload,162,25,Positive
364,old man 001s conjecture absolutely impossible infiltrate old man cultural system cultural system south korea designing games like country deformed child lack spiritual world son capitalism asia economy rapid gap rich poor large class rights curing,402,73,Positive
365,squidgame korean drama black horse netflix 201 6 deadly prepared 456 branch tales clearance get 456 billion bonuses audience pleasing scene human entanglement hunting time korean version final watching vips exchanged english full political metaphors netflix force play,393,69,Positive
368,national day series games since release september 17 quickly become tv series highest temperature october 11 nafei increased 100 billion yuan derivatives associated also fire want way sports clothes white canvas shoes _ sugar etc sales various ecommerce platforms also frequently boarding domestic microblogging hot,458,77,Positive
369,korean drama recently fired lot experience whole drama surrounded believe male owner seems go end fact believed believe people planner old man murder fun fairness world still many satiries believe god ignore relationship people,372,70,Positive
370,001 pioneer problem sons childhood son definitely original intention entire scene like fairy tale world color bright simple rules simple bloody violence back huge 456 bad guy pile good people good person bad guy childs language good bad eyes people live alive,440,90,Positive
371,perspective pure entertainment films drama may lot works nikita perspective exposing social reality still many profound works one strengths reflection spirit entertainment film realistic reality social harmoniously addition reason possible adapt current state world mental state people,466,83,Positive
372,reason fire europe united states may oriental soup equipped combination western pills invisible chinas public plain worldview values worldview western play also expose capital sins social activities capital premise power wealth personal madness trying destroy world,415,69,Positive
374,article contains lottery conscience repertoire addition arche clothing clothing soundtrack done one one script content matching large number metaphors rare 1 rules breaking rules mature screenwriters common routine creation big escape script participants must coexist,383,62,Positive
376,didnt see korean drama long time saw netflix episode reading cant understand red world europe america lacking survival games film television theme doesnt matter netflixs business model analyzed say 1 story compact layer superimposed total 9 episodes first quarter 1 hour episode,422,76,Positive
379,68 10 unprecedented success network fly old traffic addition becoming first korean drama 90 countries regions ranked first korean drama net fei president publicly stated likely challenge first month 82 million members watching stars play also harvesting tens explosive popularity social media,432,77,Positive
380,rain shadow _ micro _ ____ know people people family ___ _ _ _ _ life __ interest said _ __ home _ matter _ _ _ use __  __ ___  _  _ ps one recent _ _ _____ _ _ _ _ _ _ beautiful __  ____,257,64,Positive
381,1 compact nonsense important virtue tv dramas 2 pakistani brother collection team strong lack intelligence black two template characters 3 jiang xia zhiying ji full northern northern set old still appeal intelligence character completely rely actors lines acceptable 4 christ enemy christ christianity victimized 5 han mei female interpretation ancient times tribe women,490,82,Positive
384,first time see human laboratory watching full version fact details bad scene blood procedure process real introduction think problem one people want hunger old man also answered people fragmented people waist wandering fun find fun kind stimulation,450,83,Positive
385,positive points many advantages zero one right negative points harmful drama shows killing quantity quality sighing watch korean movie tv dramas full screens countries similar grading age restrictions saw nine episodes find first mechanical warfare released,405,67,Positive
386,quite good __ lilies short although love aesthetics im sorrowful x dont want think movie drama recently always want think thinking comparison professional movie practitioners pay attention lens actor acting people finished plot architecture,365,65,Positive
387,look full tv series day day really impressive eating screenwriter wasted life nine hours go shit first throw first value screws drama pure story curious suspense tag adding next door tang dynasty suspense player introduction several plot still thief screenwriter still obvious,469,88,Positive
388,thought many childrens games jumping rubber band small leather frame kick malan blossoms twentyone 2825 28257 282931 constantly confused continuous count rule horrible one banana apple darling pear doesnt give lsq heard young feel left behind jump ankle height neck step thief kick,387,68,Positive
390,positive points many advantages zero one right negative points harmful drama shows killing quantity quality sighing watch korean movie tv dramas full screens countries similar grading age restrictions saw nine episodes find first mechanical warfare released,405,67,Positive
394,appeals place screening drama many types big escape nothing playing killed type much however succeeds recent socalled explosion model secondentered palace story good one fastest time audience stimulating curiosity second sleep real space second entrance palace,447,77,Positive
398,first arbitrate bull ghosts consolidate color ghosts mainly 1st line saxie know good _ oh ghost cattle um _   since listened samsung sperage hot huimin pattern iron box motherinlaw change motherinlaw shadow        go harbin amber palace give hot amber financial uniform beauty beast oh stay,462,95,Positive
399,look forward longawaited lineup see score douban know go look look expected lot plot settings big escape start characterized quickly entering role clear simple child terrorist murder strong drama conflict tension film say,401,79,Positive
400,south koreas position good india difficult europe america bottom world case people worked hard ten years always give faces found resource channel havent seen long time im looking really familiar formula familiar moral cards come doubt moral emperors protagonist,449,85,Positive
403,much various small video drama surprise rhythm good saw still felt attractive didnt understand didnt understand 1 end cheng xun find daughter found mysterious organization meaning still sequel 2 police played shot brother obviously avoided harmful part died,423,79,Positive
406,male owner didnt look back final step foot body gunshots rang male owner come back dizzy night night man launched luxury sedan thrown side road confirmation amount card 4 million different amount initial sister paper steal 4 million anger longer calm,486,97,Positive
409,1 loss cruel brutal price matter noted 001 number old age first two three woods opened dead calm 4 emphasizing fair fair rules need coordination maintaining nature humanity,249,46,Positive
410,1 intention drama purpose organizing games achieve warm peoples pastime order promote socalled fair 1 unfair boys girls different physiological structures must lead strength boys strengthbased projects 2 fair word general one person 456 people,404,72,Positive
411,since launch netflix september 17 occupies top europe united states become successful stream platform episode world short period time episode still expanding spread various childhood games social platforms netflixs french ministry specially organized offline activities paris challenged drama,397,64,Positive
412,male owner watched horse group became horse recently seems brushed short video b stations takes great heat netflix latest news multinational school let students look games spoiler drama large number violence small amount super bloody pornography minors allowed watch adults considered background story one,485,88,Positive
414,101121 42 recently two months update suddenly write something looking human society form jungle law changing essence never changed like turkey three body farm turkey never know process waiting farmer die flee destiny slaughtered lot resolution blogger drama,436,78,Positive
415,saw lot fragments short video platform started see piece wood man feels stimulating compared murderous themes 6 design pediatric children play twothree wood buckle tug marble presence sword pediatric games become horrible murder positive,360,60,Positive
416,wechat public account jinjiang one sixwants threatens status emperor poor indifferent money despair yuan finished yesterday net fly moved big escape unlimited stream great last time excited see network flight japanese cooperation alice evening dont know free,416,76,Positive
418,give money lose slap win 100000 cash willing participate answer obvious willing isnt give dignity eat full meal buy gift daughter important dignity win 456 billion cash lose die answer doesnt seem determined,433,85,Positive
420,taking advantage holiday saw fire tv series recommended people yes film recommended dont know nerve cant get really want see typical discussion human tv dramas bystanders direct call addiction recorded lot flash ideas watching process talk start big man,405,77,Positive
421,perhaps civilian life east asia bitter sign games meaningless absurd insurmount go college entrance examination doublefirstclass famous school test research im looking work big factory become pride village think smile big giant makes kill people,412,75,Positive
422,fresh setting first reaction animal world still bit surprise opening exciting two days group social margins various reasons reason money gather together games started male master met first time subway station didnt money money changed seems,411,76,Positive
423,many types japanese dramas day obviously theme japanese drama also played humanity drama basically brain jc successful end undercover symbol people dont know dont know doesnt discovered simple need win lost win luck,415,77,Positive
425,film review watching korean drama little small enjoyment role end although man feel mans nature qi xie got money flower bit black may refreshed,238,48,Positive
426,current context firstconnected symbol 1 five vip super big country 2 maker korean leadership 3 red people class officials 4 seller red people corrupt official 5 dead official 5 doctor mixed people 6 participants civilians 7 whole people eat peoples society 8 redhaired rebellious connection korean leadership order please super big country let country become people eat people,450,77,Positive
427,first episodes well received victory fascinating much second episode unexpected people return reality society take initiative choose go back play settings means many supporting stories protagonist obvious accident first slot mans person really unobused obviously dragged mother take care childs failure middleaged gambler let experience,525,89,Positive
429,big escape subject original japanese also multiple versions europe america similar movies current best carefully designed 6 games smear peeling reveals suffering darkness people gambling silent record poor people casino fighting etc,341,55,Positive
430,last episode time vomit blood fancy bad mao loves watch korean drama dont see willing force willing force justice force forced last design unable see leading group gold beasts thousands miles come see free fight respect vip __ male master jesus inexplicably,443,90,Positive
432,drama also famous poor player locks poor telling play games turn phoenix course simple games price simple reading drama talk following aspects 1 456 people life everyone worth 100 million simple sixgame dead people bonuses accumulate,408,74,Positive
434,havent finished reading yet really think grandfather really awake always gives feeling complete fantasy also pitiful knowing going die let go hope grandfather live really like acting really good although read,341,66,Positive
435,suitable reading 9 episodes two days full brains green school uniforms mens angry eyes saw fifth episode yesterday felt several endings advance survivor uprising police grabbed behindthescenes boss highrise north male northern women live finally give bonus leave labor hard work male master successful money given,437,77,Positive
436,biggest gain national day probably reading two tv dramas girlfriends course recommended watching many games b feel interesting especially flavor turn flower little suspected film anyway national day bored look course think think dont change color really dont change color,421,76,Positive
438,spoiled almost every plot anticipated first feel macro background entire drama strong magical setting way convince story wants express bit awkward clouds fog shaping image individual characters still something example friend male finally choosing suicide cant understand,416,73,Positive
439,deductive whole journey enough use many liar people choose play know must changed active choices choose gambling gamblers fools change premise change life give 500 million yuan bonuses 5 probability one choose let alone hundreds,408,78,Positive
441,end scribbled ups downs let people cant help hit less redhaired agassi ended indicating heart uncle ignited fire sing alone unite police brother guessing water rescue new round participants overturned vip together 456 participants real life hell way live cant live vip,416,78,Positive
442,reading two days four stars active online soundtrack picture good plot bit guess sunday saw 17 episodes didnt things monday reading night first episode feels little meaningful beautiful slow music bloody violent always strong ironic big boss old man really,395,74,Positive
446,topic free number words super write film review reject record say theme let go 1 net flight net flying drama united states dont think much mainly paying larger general drama scale also sophisticated drama also typical network fly drama plot scale large rhythm fast plot reversed bloody stimulation sole although,469,88,Positive
447,saw third episode suspect 001 audience climbed darkness darkness shouted black mask commanded turn black mask turn charm continue think big latter several people around world socalled rich big table addictive gather together,385,72,Positive
450,fourstar gave bridge expression manifestation gave 1 star bunch bloody shots discomfort skipped disgusting gantry even reminder also didnt expect way ruins general bleeding also accepted much lt gantry thick mouth gt solid color paint fruit described describe,427,80,Positive
453,time courageous selfish kindness contradictory plot dont know endure split samsung mother like giant baby choose old man old man old man leader saw hand sister hit rushed protect small,325,67,Positive
455,reading games time nothing talk scenes scene many metaphors play gradually emerged surprised except big escape games detonate views resonate almost everyone 456 participants long win 6 games receive grand prize 456 billion approximately 245 million yuan eliminated,414,69,Positive
456,seeing boy look korean drama poempower drama see look side next side said great taste see bloody drama said okay compared drama one two fearful assassins simple crude group shot horribility imagine human nature lets talk saw first others,440,90,Positive
457,cant sleep dream qiqi good bad good dream bad yesterday son sugar bakingsoda spoon bored kitchen still dont want see dad taste eat battle biting small piece learn son big pear cream eats father like simply,402,85,Positive
458,1 old man child crowd old man child meet customers regular customer positioning old man probability boss 2 identity old man also means korean consortium international image status money strength go left right world patterns rules make money result change crowd country 3 weak girls old age cannot last,496,97,Positive
461,much like big escape model drama really pulverized except bloody true didnt think anything colorful even wanted sleep feel failure hosted folder kills loser thought thought would bonus induced get destruction second level take initiative destroy otherss sugar come,434,81,Positive
465,every time see discussion area related sighing anxiety sour cultural output although clearly excessive reversal without rely three songs people inside character settings arrangement critical point still professional interesting really strange example two teams play bouquet atmosphere previous rendering last fall,479,82,Positive
466,sixth episode old man grand grandfather top 5 episodes reminds grandfather sixth episode finally saw grandfather although five officials like overall feeling similar seventeen points shape fat bodys bending body road laugh sound sound speech speed even degree hair whitening,431,80,Positive
468,compared true villains like truth really true logical man hypocrite rumming dead dont blame lively old dementia dont blame male two begins accuse male second moral standard repeatedly jump double standard ratio end male second said,395,73,Positive
470,felt samsung half carefully think four stars big escape story lucky role really full favorite role ali cao shangyou fact xp argument indian pakistans xp radar system directly launched long phase cuisine honest think dont appear ali,402,81,Positive
471,first episode one two three wood use easiest easy understand horrible games including horror dolls inform character relationship form first glance really scare second episode return realistic terrible people began counterattack kinds trunks pendants especially police also brave third episode people exceptions labor seen,486,82,Positive
473,speaking survival estimated famous jedi survival like korean drama director attention humanity drama fire theme fresh although living class common used drama indeed rare anyway china male master li zhengzai life debt marriage failed,387,68,Positive
476,drama lot fire time send time ok still fun _ advantages role acting online making well tomato sauce full screen havent seen similar novels games movies etc still interesting _ disadvantages understand routine guess bit fast man really happy front rear contrast virgin serious female owner retreat,435,83,Positive
477,1 typical escape script childrens innocence innocence cut cruelty adults design first half interesting 9 episodes reading side indeed successful especially segmentation season really feel saw dont give look really want scratch liver 2 last end really dragging,412,76,Positive
479,fourstar half want give seen big fleeing bases almost market bottom really different actually terms humanity night chatted seemingly high logical rule kind people definitely feel complicated nothing,408,81,Positive
480,first episodes quite rhythm actors acting online tucao drama permeable win seem completely luck physical intelligence used protagonist male master always pass last second others lose oh human nature indeed sinister purpose setting help poor life cost hundreds people kill group people accompany father play games recall childhood,488,88,Positive
481,similarly many people survival theme many people feel latter burning twists turns reflecting humanity depth latter fire world korean flow easy come 1 social attributes take small refract big society koreans slippery parasites symbolized social mask group golden pig temptation god visually uplived society prope,469,80,Positive
485,kind big escape film fact think director want convey simple everyone wants see everyones response hang director wants convey thinking humanity designing kind war bunch people may havent played even black listened rookie complex rules kill old players wolf ten years,416,76,Positive
486,people poor extreme full debt think giving however 456 person get chance turn one person get last bonus others die group money rich rich life life organizing 456 life constraints walking social side society participating winning last one alive 456,401,78,Positive
489,want give samsung star jiang xiaomu name see global red started really surprising unique settings also portrayed characters background image kong gao string boxing manifestation humanity setting test various human nature audience actually experience vip later period,382,67,Positive
494,constant social media see someone spit vomiting good alice country country cant help let wheat say excellent works eli silk threethirds onethird hard air relying remaining difficult coefficient 099999 better grasp magic female suspense degree 10 points give 2 points film comparison said,448,83,Positive
503,senior planning wu yi male death call rookie players bed two people conversation wu yi male know people fragraphful people family wealth common point life fun eventually become blessing play matter friends play feel interesting dont know late death,405,75,Positive
504,disgusting dont think fan cruel works dont excuse access many various forms socalled thriller literature movies tv series animation talk film feel actors performance quite good saws etc,276,50,Positive
505,hello everyone today recent korean tv drama new network hot many fires believe even havent seen also aim shake segment said conclusions saw bright spot didnt first lets talk simply rich man find pile poor ghosts let poor,402,81,Positive
507,gave 4 stars saw first episode barely 3 stars director tells story 9 episodes total length equal trip movie still saying appear mature director newcomer easy make mistakes many things want express result express shadow many works hunger chainsaw seen,429,83,Positive
508,really good didnt good korean drama years havent understood external situation result audience evaluation nine episodes nine episodes good script really takes time grind heard drama written many years sighing korean drama makes feel different american tv china zombie land one green seedlings,471,89,Positive
510,many people havent thought drama also said cruel thing higher iq cold blood time limited simply talk mild dramatic affecting viewing people group animals therefore people slightly weak integrate group gain group strength cold blood time hostile party interest entanglement group subject cold blood around,464,80,Positive
511,1 since korean smart cut properly plasma ugly finally blame government definitely alice country sincere said gambling hypothesis big escape good expectations basically empty disappeared run around fraud see half bending around curved,374,65,Positive
512,fact film big escape cold bloody lens suitable refused see first many people around take look unexpectedly big escape killed truth first let need think tv series killing games content longer described classic childrens games total six games every,424,85,Positive
515,justice violence thorough always thinking blood blood want tell everyone loves love everyone everyone logical people result farce like south koreas status quo veins cold ruthless hypocrisy bottom rely heart heart,395,75,Positive
518,last red hair returned let people cliff lema dont want see human impact dark film desperate gambles ordinary people people people people people think person little purely good person _ finally fun 001 picks people fun immersion lie last half night,403,78,Positive
521,thinking _ ____ __  _ _ _ beginning one __ _ _ best _ fixed _ dprk _ _ _ __ _ still gold _ package _ disease _ sleepy family even _ thinking ____  _   _  __ original _ _ _ _ _ _ _ companion probably _ people __  __    __,320,79,Positive
523,really feel old gentleman working hard old man playing suddenly produces resonance remembered grandfather lost last bouquet didnt touch last bouquet thought wanted let man alive still thinking good person sure enough korean drama always unexpected wu yi man still tears finally hope,417,80,Positive
524,one reason unable add movies tv dramas always feel taking thing sex violence human darkness bright love lovers death white night type theme especially elements elements relatively single peak similar works little  wear new,396,73,Positive
525,netflix really like tiger wuli korea film drama industry kingdom previous fire hell starring liu yiren november think parasite take oscar korean film television output bit phenomenon good applauses also envious feel problems outputs,351,64,Positive
526,someone recommended order common topic use 2 times speed separated twice first day saw 16 episodes watching process cool exciting especially evening still little cautious look 79 episodes next day want vomit every minute especially finale said high one male main dishes place protagonist radley help open golden finger character setting logical,512,94,Positive
527,first appeared seems excessive enlargement competitive first round everyone everyone shocked horror rules half people want escape someone propose consent abandon interrupt implementator announce first round bonuses end first round effect bonus inevitable,451,79,Positive
530,hot recently korean drama hot major network platforms seen everywhere particular games involved wood people plaque cakes etc spent two days zero crypting time see feel good quite new creative thinking watching dramas also deep summarize follows front life death humans,380,66,Positive
531,benevolent seeing benevolence writing intuitive feelings welcome discuss first onetwothree wood people symbolizes basic law society following big flow easy lie easy take according mainstream rules according class pass class wave flow vast majority society effective special wisdom efforts required probability appearance large,490,83,Positive
533,first color symbol etc red people system military round workman rectangle managers old man last highest layer system new highrise green sportswear underlying person outside system first male talking cartoon kong liu male land represent important part poor poor level,388,67,Positive
536,first color symbol etc red people system military round workman rectangle managers old man last highest layer system new highrise green sportswear underlying person outside system first male talking cartoon kong liu male land represent important part poor poor level,388,67,Positive
537,recently worlds popular drama nonsquid netflix first asian work worlds first list even someone didnt really chase drama sure brush weibo brush friends circle watch news heard name drama weibo   topic broken 16 billion reading shake       5 50,385,76,Positive
540,recently south koreas tv series hot becoming existence breaking network flying records order step hotspot finished drama also article writing went face turned back recommendation friends saw movie similar theme animal world reading found two architecture,400,72,Positive
546,tv drama big probability story background 2008 financial crisis getting deprived new coronary pneumonia physical economic development weak civil speculative thinking consumerist trend large number individuals enterprises bankruptcy various reasons debt television television network fundamentally repaid reported almost every day electricity,474,73,Positive
547,escape film television works good see process mainly watching whether corresponding charm participating protagonist integration saying difficult make meal gambler still bad habit money cant arrange variety sacredfathers gamblers whole person really cut,455,85,Positive
548,alice seems see gambling silent records listen god hahaha ok fine anyway drama want say cao __ heart however dont betray fierce use anything take beautiful school hey ali light really feel special want come want pull one,375,77,Positive
550,overall samsung half cao __ halved halfway read alice came seems see gambling silent record hahaha ok fine anyway drama want say cao __ heart dont betray fierce use anything get beautiful school li light really feel special want come,367,75,Positive
551,many people dont like last episode still like last episode arrangement saw hustle hope pessimism making people courage continue man sits subway one thinks person deposit 456 billion people subway expressed dislike banking director respected knows deposit person ironic,422,76,Positive
554,reading drama feel beautiful world flash point life ordinary people feel people much helplessness suffering 2019 cpa test ended 5 years test career say goodbye day every day one bit drops save days decided put false go see books interested let spirit freedom,422,84,Positive
555,havent seriously chase drama long time although full comments havent seen drama seen play first episodes really good episode nervous protagonist also good feels little bit bad behind also reflects complexity human nature simply talk feelings 1 vulnerable roles human movies,405,74,Positive
556,dont say thinking heart moment large scale entertainment circle biggest bigger entrepreneur loves watch movies dont love gossip think seen big escape series movies probacity hate core theme,368,68,Positive
557,reading new comments difference central thinking talk human victory bigger opinion piece tells truth dont touch gambling person humanity lose humanity gambling order prove several stories segmented layers tell male bought horses mothers money male killing glass ball old friend knows,463,83,Positive
560,going get last win winner crown clothing beasts fulltime loss jieji highly rigid society korea ordinary people talk human rights chips dolls hands consortium humanity socalled evil good extremely good good middle wall gambling dog protagonist stupid bad,418,77,Positive
561,things black white drama suitable careful audience cool drama show bottom underlying weakness humanity fact many people dont like good possible believe people believe people really good since man must omnipotent perfect life haha fact prefer male owner,426,80,Positive
563,seeing lot people feel male good saint,60,13,Positive
565,little strange rhythm compact plot complicated actor good cool word perspective almost famous unlimited novels plot really simple routine really touches naked humanity disclosed simple rude plot seen variety male master,366,70,Positive
566,say feelings _ first acting characters drama good online _ preceding episode male master fascinated obviously realistic life tragic checked signed bodys guarantee mothers illness embodied seeing many people tragic hob haha like holiday expression draped obviously tense life death choice,442,77,Positive
567,korean drama korean drama male protagonist first floor first time actress tv series zheng haoyu countless top endorsement hand course group groups said red life red kind metaphysics metaphysics also door learn become phenomenonlevel work must anything logic,425,75,Positive
569,eighty points overall level five points rare like details starting play paper 100000 fan result 100000 complete gambling fan awake pig pig piggy bank always golden expression face worth playing finally red hair dyed first vote ends almost returning also quite humanized male,425,78,Positive
570,write police brother find brother sister line last day national day read drama like watch police bodgy line like little brother police didnt personal set police brother smashed many people order find relative brother killing many people way murdered dress dress made clearly interior side male except,445,86,Positive
575,started watching bright feeling confucios continue make laugh bloody murderous scene kindergarten girl kindergarten style form distinct classical music really taste say one two wood people _ sugar games indeed interesting hot discussion whole network also hot discussion,422,75,Positive
578,tv drama responded aspects capitalist society comprehensive evaluation say say one came firsttier city capitalists company 996 play winning firsttier city buy house safe get someone eligible play health healthy healthy tv,350,63,Positive
579,old man wrong thought simple cute little old man last like order recall longterm ignorant time really playing inner heart qixun seems great shadow originally wanted start scratch nonmainfall could forget many people died finally long uncle alive,415,82,Positive
580,heard 20211002 friend watching want see reading solution night humanity seeing money boring 20211002 kong shu smashing male master happy hhh2021004 childs really scared small police mix easy system identification vulnerability quite large mens typical old man closest,420,75,Positive
581,weibo good fight reached expectation starting point humanity human nature doesnt good expression causing male owner set unity person knows gambling puts mothers deposits generous others seems incomparable dont involve interests like 001,393,72,Positive
583,reading last episode hope male two lives waste materials going see daughter challenge challenges give cold courage screenwriter liang jingru last collection point much top 7 episodes bugs impact viewing sense big order pull back three views man suddenly changed gamblers incarnation justice feelings began run see master,502,92,Positive
586,structural contradiction displayed games people participating voluntary even halfway withstand overall everyone still way readd going back outside life like hell liability residents high addition participating chance turn several people feel deep 1,435,76,Positive
588,film review strong spoiler film review strong spoiler film review strong spoiler film review strong spoiler film review strong spoiler,333,48,Positive
589,truth simple rough twothree wood whoever middle middle scary fact biggest enemy human greed hopes alive hope earn faster money people desperate others said hope time resistance especially one ask opinion often alone also,373,72,Positive
590,spit manager claim concept fair chartered evening line image upper flow drama mustard play object true slot drama shape protagonist turns abrupt example active life protagonist order daughter protect life dont want die revenge repeated contradictory,439,83,Positive
591,always liked work theme test wisdom courage luck humanity drama two lines one players progress collection schedule police evidence mixed background firmly grasp curiosity audience plot setting much first saw many people died everyone want continue want pass way,443,82,Positive
592,anyway cant sleep xiqis network fly also said account login much let see finale mothers network fly understand chinese __     say feels seems series works hunger games gamblers silent record even anatomy also saw taste hanni power rhythm two episodes,379,73,Positive
594,interesting drama new seventh episode slipped schedule shy little shame wretched man sick scared scared thought let handsome guys wretched man otherwhere really letting break handsome guy actually police officer,340,63,Positive
595,saw first four episodes last night curiosity max didnt sleep happy today brushing know 77 whole drama high one two three wood people pulled tension atmosphere buckle put games intelligence countertop people set doctors hang unlucky rogue korean beauty cold pickup heart spicy black society,423,74,Positive
596,although first episode barrage telling old man big boss affect movie experience beginning beginning plot dragging simple easy give people sense urgency one tight firmly grasp rhythm human close life players basically life,401,76,Positive
599,saw show immediately two days used everything middle time problem overall architecture stimulated also integrate traditional stick character protagonist little fake people experienced believed started steal mothers money old get kindness ali looks like three,452,83,Positive
600,authors korean drama invested net also first korean drama first place netflix world day list director furnace huang donghe kong liu play put like returning busan tour kong liu preservative li zhengzai played society society society new world plums sentenced two people,389,72,Positive
601,recently rare brush games started brush wu jings plagiarism antiplagiarism wont want national day holiday subject like every exploded points one two wood people let entrants first entrine rules gingerbread make people cry tugofwar smart bouncing test good evil glass bridge shows last time,450,81,Positive
602,took two days finish drama say feeling brushed still cool plot quite special lets talk set games 456 people willing sign bodys selfsovereignty participate one person eliminates 100 million bonus pool sixth six games korean children long dont break,428,81,Positive
605,ending actually expects bad people bad end know humanity complex humanity two sides bit embarrassing mans good man male gambling old also put old mothers medical insurance finally caused old mothers diabetes see miserable death home really angry lie old man although life death juncture really way,451,86,Positive
608,recently seems become popular talk life death hundreds billion bonuses lost dying others deadly money rich people people like horses horse related life death every detail tests humanity discloses humanity however human nature still need test male lead,395,72,Positive
610,happy see played dramas want see episode almost missed old classmate far southern hemisphere quite wonderful without anything true interesting say quite old soil awakening popular,338,67,Positive
623,wen spherical lot friends finished watching finale feel bad burst bucket 456 billion hand li zhengza either dont shed take money get happy actually declare war full 200 million yuan bank slowly flowers fact role li zhengau makes choice completely role,375,71,Positive
624,class say male worthy agree common point said least important thing chaos morality see morality feels morality still bit especially chaos willing follow rogue head male two male host least male main surface,377,79,Positive
625,wechat public number scarili movie wen scarlett fire didnt expect although net flying one time 9 episodes released heat continued september october even mainland network fly also hot search every day interpreting protagonist li zhengzai many small partners private letter chat,408,70,Positive
630,hey never seen similar dramas reading felt way bit hard sweet awkward two deadly hardenasters 1 fence setting core competitiveness whole drama looks one children new bones passed addition settings die new powerful power 2 personality,433,83,Positive
631,reading lot sick attacks comment started suspect rationality vip things maybe rule never thought put environment probacity still far less sum opposition opposite isnt understanding wonder selfknowledge,400,75,Positive
636,finally beautiful name many rules single legs offensive party defensive side result added mortality party great vip spent big price two people dont rules two skill levels see isnt black boxing vip clever design,370,69,Positive
638,good 7 slice personally 7 division theory ha 7 points heart solid big shortcomings many small advantages one two flash points school class unlike personality learning god trustworthy 7 points also friendly bloody horror,388,75,Positive
640,downloaded original version without deletion bloody lens actors lineup korean national treasure actors strength active main theme really like link angry atmosphere creates thrilling nervous irritation time continue excavate humanity process life death start participating big __ turned sad life,479,83,Positive
641,absurd place wants parasites compared gambling hypothesis theme dont know people feel real maybe koreans black humor exaggerated whole drama actually shocked one beginning one end unexpected words awarded liu yili didnt expect start ended face,396,73,Positive
643,would choose front take feel story clear enough participants course life falls underestimation already people walking edge cliff talk seriously use childrens lure peoples letter subway station several believe,433,81,Positive
644,1 way enter quite realistic 2 directors last red hair really fascinated 3 whole drama really adults playing children iq 4 people say end year qixing remembers retrieval others obvious vulnerability director must another meaning dont understand 5 think bad human portrait commonality rich people poor people,450,82,Positive
645,concentrated concurrent social cruel player voluntarily chooses return really ambitious go road reality one death better go hundred thousands life cruel two problems makes people desperate situation makes man killed way people either gambling men either greed,440,78,Positive
646,today went sisters home play turned diary elementary school whole record playing games simply taking first level kicking scorpion kicking 10 eliminate people level people eligible participate competition second group games double cycling,401,72,Positive
648,surrounded rich people right person top food chain top society good people good bad guys bad society real seems male benevolent finally fact kind player give deepest harm daughter wife mother also bad person say good kindness whole drama nose,447,91,Positive
652,class competitions informative form audience would like know gone results first wood huge puppet girl little girl visual impact shooting scene scene kill hundreds people spectacular second _ sugar shape candy male second start drying peoples unfavorable things clearly guess rules pick,475,89,Positive
653,class competitions informative form audience would like know gone results first wood huge puppet girl little girl visual impact shooting scene scene kill hundreds people spectacular second _ sugar shape candy male second start drying peoples unfavorable things clearly guess rules pick,475,89,Positive
654,overall rating big cotta __ hungry motor assembly crazy gambling asian textual extra low edition director opera group chainsaw contributes cancer boss old man hunger helps stage settings gambling instructs gambling full man bunch roles role want one column allmember face classic gambling dog male male,387,67,Positive
